,tree_id,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,mass,init_time,init_snap,inf_time,inf_snap,rs,rhos
67,249,-784.813,-98.237305,84.46973,161.93105,192.00864,-80.86619,0.243547337048871,3.1179038030602504,32,7.435457580781714,60,1.7834852446091403,29202448.06993503
68,250,-59.739746,-342.63867,321.34277,-88.73327,346.7942,-139.71967,0.2221703080607263,5.273362816372702,46,6.176295889028056,52,1.5002802937328992,30143133.246007897
69,253,-957.74,-96.83203,118.67383,160.34808,142.61386,-68.99945,1.1988365618500485,2.9697302481753507,31,7.767525915144444,62,5.617570231989968,4963290.460645729
70,254,-314.03833,-488.10547,-449.54102,85.83729,227.47923,215.4456,0.18668552662089472,4.279277819981846,40,6.33884021811047,53,1.4356292597491662,30767190.001512256
71,259,66.05029,-515.60254,61.930664,-140.90742,283.13434,-264.1335,0.3643786842083206,5.709588606856291,49,7.296498182351309,59,2.4653676958530553,15398665.245091505
72,260,-297.6748,-45.49707,8.974609,40.799637,332.0144,-311.4332,0.12578522433986838,6.674596095958185,55,6.804179765943705,56,0.798625260368609,75894478.23362547
73,262,66.45557,57.203125,-196.37695,-196.77884,-215.52902,-100.83405,0.15426997963151012,5.100321072369769,45,4.965495393526235,44,1.649636791327114,20795423.15373567
74,268,168.8208,-745.1836,-12.722656,-140.69878,218.89133,97.8473,0.301163004568836,3.580853121612739,35,7.296498182351309,59,1.178320026519822,59158069.048773244
75,271,-55.9563,-744.3838,272.55273,121.81772,184.2669,-112.877655,0.4225328305072407,3.731898415274796,36,7.435457580781714,60,2.5213187549686684,20631135.676400244
76,278,-235.95898,-184.5415,-5.0898438,228.64656,145.99265,-2.0706182,0.4058942563913197,2.136877449159822,25,2.9697302481753507,31,2.423941433166581,27697236.449363038
77,281,-448.61597,-347.03906,33.34082,238.76816,299.96777,51.840656,0.6131491268282976,2.6745885931843203,29,4.024363722579251,38,4.300342389729174,9187037.530944604
78,285,-137.59888,507.22803,-245.86621,192.53087,-3.6815844,-109.64969,3.1161459631929715,2.374352821664743,27,4.024363722579251,38,3.651331011602313,36636131.17972409
79,286,135.24121,53.569336,276.23828,1.6582861,-205.84872,-155.73642,0.14285453308427584,6.056697650557152,51,6.33884021811047,53,1.3029680657762466,31221821.276816033
80,290,-316.03198,9.818359,7.9541016,330.19537,150.33359,109.76947,0.14888533482623376,4.192701039587177,39,4.642161998661766,42,2.5332722529945912,6683211.959001688
81,291,93.23047,333.89648,-90.47461,84.44696,-113.33369,-99.66858,0.4628099168969496,3.1179038030602504,32,4.192701039587177,39,2.4459173764255264,24790641.59852727
82,295,-39.397217,229.45605,-16.237305,76.465904,107.77765,135.89456,0.7589113441300597,3.1179038030602504,32,4.192701039587177,39,2.3479250826370794,25748350.734546475
83,296,-271.07422,120.61719,-4.129883,253.2327,70.92495,-136.1579,2.3600345591299297,2.528971749262569,28,3.1179038030602504,32,5.606697396764764,11755470.397979435
84,297,-102.79126,46.788574,-262.69434,-44.191704,193.3054,142.83992,0.15227765874381188,2.2289543449187157,26,3.2730853173741568,33,1.3369382266288283,39259954.05978404
85,300,-241.94897,215.07227,-146.28809,261.94824,143.76134,160.01663,0.14134684089787913,4.024363722579251,38,4.487690799315245,41,1.1936893237549369,38806930.17391983
86,301,-158.23877,-938.5908,-248.29492,-21.89658,368.10522,182.58655,0.8233116374876002,3.580853121612739,35,7.623867997384209,61,3.5038294743109675,13191579.387075623
87,304,-203.45312,158.91992,-80.5,294.17722,73.272484,-14.165819,0.1482391778895522,2.528971749262569,28,3.1179038030602504,32,1.1399698607699034,50062569.30945431
88,310,-102.58447,-988.83594,-242.59473,14.615036,294.31454,265.5202,0.21199332530920154,4.487690799315245,41,7.623867997384209,61,1.2990021304709327,42843319.032683045
89,312,87.64307,-226.40674,78.13086,-158.64133,123.39917,-362.52646,0.18426242710954854,3.1179038030602504,32,4.279277819981846,40,0.9767205032731959,66958759.84743542
90,313,-431.29688,-79.60547,-44.376953,316.90793,235.9481,-32.118687,0.165900804491778,6.674596095958185,55,7.114347722585295,58,1.9611830945466022,14821637.146586478
91,314,188.42578,-403.9131,222.71191,-34.80213,161.64876,-376.07657,0.12713138829088508,4.965495393526235,44,6.33884021811047,53,0.8464756368042063,67405987.26900947
92,315,-14.855225,465.4248,-156.47754,-154.08607,-35.583588,-107.422325,0.33481699335634935,2.9697302481753507,31,4.279277819981846,40,5.258121777761834,2435347.85717359
93,319,-357.7124,-422.2085,-837.6045,64.105934,211.66107,136.37064,0.2516781488350439,2.6745885931843203,29,6.33884021811047,53,3.5516459272748695,5673900.495941905
94,323,-159.42456,127.84863,-42.407227,406.51035,-79.737,-245.93088,0.314086143302467,3.580853121612739,35,3.731898415274796,36,3.4949083623435766,7954864.851114271
95,329,-345.59473,73.51611,-31.061523,219.29822,129.97935,-165.09453,0.4373944400509163,2.9697302481753507,31,3.731898415274796,36,2.586595652196246,17088671.604090385
96,332,-26.562012,-658.60645,-28.692383,185.57755,214.1096,-140.86581,0.08739273118557464,4.487690799315245,41,7.435457580781714,60,1.0962360751583395,37648251.030776076
97,335,-26.288574,-666.9663,-359.42285,-105.41218,243.61703,96.719154,1.0003048760510138,2.374352821664743,27,7.913199658557741,63,4.447484730753921,10339925.28018495
98,341,-256.11548,137.43994,-53.259766,247.00117,35.672146,40.183563,0.11388517108891331,2.136877449159822,25,2.8282978179355154,30,1.1266711258524487,51013665.734097
99,343,122.271484,-507.74414,155.47266,-160.63614,298.20276,-281.1896,0.16030077037467766,6.33884021811047,53,7.435457580781714,60,2.46288692462125,6534286.901257766
100,350,-113.79663,-131.05469,90.35156,-15.874842,38.06694,-206.54419,0.9907201781609363,1.6812145133517211,22,2.8282978179355154,30,4.402281704646784,11826556.282366654
101,351,-130.00464,-93.18457,-12.229492,209.98416,-142.56192,-62.51579,0.3005706757122273,4.279277819981846,40,4.024363722579251,38,1.861667319574967,33003349.179190505
102,352,160.53711,-106.34082,102.924805,-207.11903,78.56946,-308.41803,0.10150048913665673,3.1179038030602504,32,3.4355619616722453,34,1.3307649554961205,28125822.803002466
103,353,-217.80688,166.85254,-103.80469,303.8544,122.828674,69.81849,0.198262501403509,2.374352821664743,27,2.8282978179355154,30,2.3460431156924666,12750823.300546676
104,355,-479.67163,182.30322,75.348145,164.48906,46.73849,-51.852573,0.1795239502397441,1.8042623342638673,23,3.8888798948366885,37,0.7146536636306766,164839424.52443343
105,361,279.99854,-547.42285,-297.4121,-160.96922,244.89384,146.55067,0.2875937088985235,4.801402075884571,43,6.176295889028056,52,1.6179349919926054,25938113.150059614
106,363,-244.64258,-980.51074,-125.52734,204.60101,297.1534,180.41307,0.2722474706535463,4.642161998661766,42,7.435457580781714,60,2.22050025092362,14953453.412390215
107,364,-1109.4031,-71.99902,274.6875,286.7338,263.88617,-157.28989,0.20811638368911226,4.279277819981846,40,7.435457580781714,60,1.308723930658241,44583880.42039374
108,370,-124.220215,-982.27637,-163.77441,135.75063,369.737,19.714594,0.213662567728559,3.8888798948366885,37,7.623867997384209,61,1.7838654801870275,17980603.663932037
109,371,163.69849,304.5957,-15.327148,-25.550863,-46.732162,-338.82025,0.17645469379171635,3.8888798948366885,37,4.642161998661766,42,2.0250972884803247,14544875.227997126
